"","date","Noro_G2_norm_PMMoV_trimmed5","marketscan_cases"
"465",2024-04-09,0.0740566097231039,9
"466",2024-04-10,0.0731318883267459,11
"467",2024-04-11,0.0714779416025263,7
"468",2024-04-12,0.0697618026410721,8
"469",2024-04-13,0.0684248121650067,10
"470",2024-04-14,0.0671177747315288,1
"471",2024-04-15,0.0587300882663213,14
"472",2024-04-16,0.0573861642991831,7
"473",2024-04-17,0.0557432214732517,8
"474",2024-04-18,0.0552007830433122,14
"475",2024-04-19,0.0546324024239293,11
"476",2024-04-20,0.0543237754013196,5
"477",2024-04-21,0.0540030319801394,4
"478",2024-04-22,0.0540161461894672,16
"479",2024-04-23,0.053121543082843,12
"480",2024-04-24,0.0522055484213911,7
"481",2024-04-25,0.0513473580485084,10
"482",2024-04-26,0.0506622494176845,7
"483",2024-04-27,0.0499590328408281,13
"484",2024-04-28,0.049273196255835,6
"485",2024-04-29,0.0480370726847757,8
"486",2024-04-30,0.0471827896675872,14
"487",2024-05-01,0.0465211394958317,8
"488",2024-05-02,0.0452739733666046,6
"489",2024-05-03,0.0443525588607472,9
"490",2024-05-04,0.0437890841262467,8
"491",2024-05-05,0.0431388342651624,4
"492",2024-05-06,0.0426331575218881,12
"493",2024-05-07,0.0424045623043685,9
"494",2024-05-08,0.042094912573662,6
"495",2024-05-09,0.0414579274259017,10
"496",2024-05-10,0.041412214784802,6
"497",2024-05-11,0.041021300791114,3
"498",2024-05-12,0.0406060150920458,5
"499",2024-05-13,0.0402627950684192,9
"500",2024-05-14,0.0406129451857602,6
"501",2024-05-15,0.0402104318290329,5
"502",2024-05-16,0.0413373635139056,10
"503",2024-05-17,0.0405668863601269,4
"504",2024-05-18,0.0401273492028636,4
"505",2024-05-19,0.0396014125303143,5
"506",2024-05-20,0.0388783024856427,11
"507",2024-05-21,0.0381311804631903,19
"508",2024-05-22,0.0374516426466521,5
"509",2024-05-23,0.0363882342598327,12
"510",2024-05-24,0.0358331719103948,3
"511",2024-05-25,0.0350689206286536,3
"512",2024-05-26,0.0343683884307083,7
"513",2024-05-27,0.0336720154807606,9
"514",2024-05-28,0.0326671512637788,11
"515",2024-05-29,0.0314820035660403,7
"516",2024-05-30,0.030518731855579,5
"517",2024-05-31,0.0297356618850868,7
"518",2024-06-01,0.0292677918602071,6
"519",2024-06-02,0.0288285296260555,7
"520",2024-06-03,0.0282991126298719,7
"521",2024-06-04,0.0277120239259654,7
"522",2024-06-05,0.0269406500949579,11
"523",2024-06-06,0.0258062646212886,4
"524",2024-06-07,0.024872622441909,6
"525",2024-06-08,0.0244136857301897,5
"526",2024-06-09,0.02391993441268,4
"527",2024-06-10,0.0236564465394107,9
"528",2024-06-11,0.0239251778689942,4
"529",2024-06-12,0.0222126739909366,3
"530",2024-06-13,0.0219202007128292,4
"531",2024-06-14,0.0215803320592839,5
"532",2024-06-15,0.0212510575008707,5
"533",2024-06-16,0.0209956611418496,4
"534",2024-06-17,0.0204948320619448,6
"535",2024-06-18,0.0200370939505077,9
"536",2024-06-19,0.0197889591921213,9
"537",2024-06-20,0.0194985898810743,10
"538",2024-06-21,0.0192851090134329,7
"539",2024-06-22,0.0190339436859324,4
"540",2024-06-23,0.0188258909644111,4
"541",2024-06-24,0.0185654420747153,2
"542",2024-06-25,0.0181738039797207,9
"543",2024-06-26,0.0180651132618283,2
"544",2024-06-27,0.0174847875543204,4
"545",2024-06-28,0.0170000260410215,11
"546",2024-06-29,0.0166108011325064,2
"547",2024-06-30,0.0168461530966804,7
